ID,Conteúdo,Autor,Categoria,Subcategoria,Status,Tags,Última Sincronização,Excluir?
4117,Não constatamos irregularidades de manutenção na portas de pavimento.,Rômulo,,Sem Subcategoria,ok,portas de pavimento sem irregularidades,08/07/2026,FALSE
4118,NBR NM 207 7.7.3.2 Destravamento de emergência Quaisquer uma das portas de pavimento deve ser capaz de ser destravada do exterior por uma chave que se ajuste ao triângulo de destravamento definido no anexo B ,Rômulo,,Chave de Abertura Manual,ok,"Chave da acesso por técnico porta de pavimento, NM 207",08/07/2026,FALSE
4119,"Falta ilhós de segurança em diversas portas de pavimento, permitindo que se faça a abertura da porta utilizando chave de fenda ou mesmo pedaços de arame.
Esta irregularidade compromete a segurança, uma vez que possibilita que pessoas não qualificadas ao serviço tenham acesso à caixa de corrida, sujeitando a vandalismo e acidentes graves envolvendo a queda de pessoas ou objetos.
NBR 7192 4.1.7 Acesso à caixa para fins de emergência a)a abertura das portas deve ser efetuada somente por meio de chave especialmente projetada para impedir a fácil duplicação. De modo algum deve ser possível abrir as portas por meio de ferramentas normais; b)o furo para introdução da chave especial deve ser coberto;
 
Necessita regularização.",Rômulo,,Chave de Abertura Manual,ok,Portas sem ilhós de segurança,08/07/2026,FALSE
3627,"As ventilações da casa de máquinas são deficientes (natural e forçada). A temperatura ambiente é muito alta, sujeitando a máquina de tração e o quadro de comando a funcionamento em condições de temperatura adversas. Durante boa parte do dia o calor do sol incide diretamente para o interior da casa de máquinas através das janelas de vidro. As janelas são mantidas fechadas impedindo a ventilação cruzada do ambiente. Todavia, a principal fonte de calor se deve ao sistema ultrapassado e deficiente de acionamento desses elevadores através de tiristores, o que provoca um aquecimento muito acentuado nos motores de tração. A energia elétrica desprendida sob a forma de calor nos motores de tração, além de danosa para o equipamento, constitui em perdas e despesas inúteis para o condomínio. Os sistemas modernos de acionamento de motores através de inversores de frequência com variação de corrente e voltagem proporcionam uma economia significativa de energia (40%) proporcionando ainda condições mais favoráveis de funcionamento com a queda da temperatura e menores correntes de partida. Em edifícios comerciais onde ocorre alto tráfego de passageiros utilizando elevadores de alta velocidade com grande número de partidas e paradas é fortemente recomendável a instalação destes quadros de comando. Os outros benefícios destes sistemas de acionamento (frenagens suaves, nivelamentos precisos etc.) pouca, ou nenhuma melhora acrescentaria à condição atual desses elevadores. Desta forma, recomendamos que o condomínio solicite propostas de substituição dos quadros de comando destes elevadores visando avaliar a relação custo-benefício de uma eventual substituição.",Eliseu,,"Piso, Janelas, Paredes e Teto",ok,"superaquecimento, sistema obsoleto, substituição",15/07/2026,FALSE
4124,"Vista geral interna do quadro de comando. Este quadro de comando, acionado a relés e chaves contatoras apresenta componentes robustos e originais. A despeito do sistema de acionamento estar ultrapassado tecnologicamente, a condição de conforto dos movimentos de parada e partida dos elevadores é bastante confortável, graças ao acionamento por corrente contínua. A deficiência deste sistema, quando comparado com os eletrônicos atuais, reside primordialmente no alto consumo de energia (aprox. 40% maior) e na falta de uma interface de programação de rotinas de atendimento e despacho. Os quadros de comando modernos com acionamento por conversores de frequência em substituição aos atuais trariam essas vantagens. Além dessas vantagens, é possível instalar sistema computadorizado na portaria controlando as rotinas de atendimento e o despacho dos elevadores a partir da portaria.",Eliseu,,Componentes Elétricos,ok,"sistema obsoleto, substituição",08/07/2026,FALSE
4125,"Os quadros de comando destes elevadores possuem tecnologia de topo no que se refere ao auto diagnóstico de defeitos. A deficiência destes quadros de comando consiste no sistema de acionamento dos motores de tração que sujeita os equipamentos envolvidos (quadros de comando e motores de tração) a altas cargas, consumo de energia e perdas térmicas. Daí, reiteramos ser fundamental a regularização do sistema de ventilação dos equipamentos (quadro de comando e motores de tração) e da casa de máquinas garantindo boas condições necessárias ao funcionamento aos elevadores",Eliseu,,Componentes Elétricos,ok,regularização do sistema de ventilação,08/07/2026,FALSE
4126,"Quadro de comando. O quadro de comando é operado a relés, dispositivos eletromecânicos responsáveis pelo sequenciamento das operações dos elevadores.",Eliseu,,Componentes Elétricos,ok,"explicação do mecanismo, relés",08/07/2026,FALSE
4127,"Vista geral do quadro de comando. A relés. O quadro de comando e seus componentes estão em boas condições de manutenção e funcionamento. Todavia, existem quadros de comando modernos, com acionamento por inversores de frequência, que instalados em substituição aos atuais trariam significativas melhorias em termos de operação, conforto e economia de energia.",Eliseu,,Componentes Elétricos,ok,"relés, substituição por inversores",08/07/2026,FALSE
4128,"Vista geral do quadro de comando com acionamento por tiristores. Existem quadros de comando modernos, com acionamento por inversores de frequência, que instalados em substituição aos atuais trazem significativas melhorias em termos de operação, conforto e economia de energia. As máquinas de tração destes elevadores possuem motores acionados por tiristores (corrente retificada). Este sistema de acionamento de motores é deficiente e tecnologicamente ultrapassado sendo uma de suas principais inconveniências o forte aquecimento a que sujeita os motores de tração. (Motivo pelo qual os motores de tração desses elevadores são dotados de possantes ventiladores nas carcaças e as casas de máquinas necessitam excelentes condições de ventilação cruzada.).",Eliseu,,Componentes Elétricos,ok,"tiristores, modernização para inversores",08/07/2026,FALSE
4172,"fechamento e proteção da plataforma
 
ISO 9386-1 4.2 Proteção contra perigos Deve ser incorporada proteção para minimizar o risco em todas as seguintes situações de perigo: a) corte, esmagamento, aprisionamento ou escoriação; d) choque físico e impacto; ",Rômulo,,Fechamento e Proteções,ok,fechamento e proteção da plataforma,08/07/2026,FALSE
4173,"Vista geral do quadro de comando com acionamento por inversor de frequência. Os chumbadores para fixação da base do quadro de comando estão soltos, sujeitando-se à queda do quadro de comando.",Eliseu,,Fechamento e Proteções,ok,"chumbadores soltos, queda do quadro",08/07/2026,FALSE
4174,"Foto mostrando o quadro de comando do elevador. O quadro de comando encontra-se solto na base, sujeito a ser derrubado. Proceder a fixação do equipamento.",Eliseu,,Fechamento e Proteções,ok,quadro solto na base,08/07/2026,FALSE
4175,"As fiações de alimentação do quadro de comando estão expostas no piso, sujeitando a danos, pisoteio e curto circuitos. Necessita regularização.",Eliseu,,Interligações e Fiações Elétricas,ok,"fiações expostas, pisoteio",08/07/2026,FALSE
4176,"Fiações ligadas com emendas de forma improvisada, frouxas, sujeitando a mau contato e falhas de funcionamento dos elevadores. Fiação com emenda exposta, sujeitando a falhas de funcionamento e curto circuitos. Irregularidades nos circuitos e fiações sujeitam o elevador a falhas de funcionamento intermitentes de difícil diagnóstico. Deve-se proceder à regularizações.",Eliseu,,Interligações e Fiações Elétricas,ok,"improvisadas, frouxas, emendas, regularização",08/07/2026,FALSE
4177,Quadro de comando. Alguns circuitos e componentes foram alterados e eliminados. O quadro apresenta-se descaracterizado por adaptações.de sistemas de acionamento. Faltam os esquemas elétricos dos elevadores.,Eliseu,,Interligações e Fiações Elétricas,ok,equipamento descaracterizado,08/07/2026,FALSE
4178,foram os instalados alguns capacitores em paralelo aos existentes. Os capacitores foram fixados de forma improvisada com pedaços de fita crepe.,Eliseu,,Interligações e Fiações Elétricas,ok,"capacitores em paralelo, fixação improvisada",08/07/2026,FALSE
4179,O terminal de alimentação do ventilador do quadro de comando foi constatado frouxo. Falhas de funcionamento no sistema de ventilação comprometem a integridade dos componentes eletrônicos.,Eliseu,,Interligações e Fiações Elétricas,ok,terminal do ventilador frouxo,08/07/2026,FALSE
4180,"Nos quadros de comando foram encontradas fiações nos terminais dos contatores com soldas frias (sem promover aderência efetiva e segura). Tal irregularidade sujeita os elevadores a falhas de funcionamento intermitentes, de difícil diagnóstico.",Eliseu,,Interligações e Fiações Elétricas,ok,"ligações com soldas frias, falhas",08/07/2026,FALSE
4181,"Vista geral do quadro de comando com acionamento por inversor de frequência. Os chumbadores para fixação da base do quadro de comando estão soltos, sujeitando-se à queda do quadro de comando.",Eliseu,,Interligações e Fiações Elétricas,ok,chumbadores soltos,08/07/2026,FALSE
4182,"Foto mostrando o quadro de comando do elevador. O quadro de comando encontra-se solto na base, sujeito a ser derrubado. Proceder a fixação do equipamento.",Eliseu,,Interligações e Fiações Elétricas,ok,quadro solto na base,08/07/2026,FALSE
4183,"Nos quadros de comando foram encontradas fiações nos terminais dos contatores com soldas frias (sem promover aderência efetiva e segura). Tal irregularidade sujeita os elevadores a falhas de funcionamento intermitentes, de difícil diagnóstico.",Eliseu,,Interligações e Fiações Elétricas,ok,"soldas frias, funcionamento intermitente",08/07/2026,FALSE
4184,"As extremidades dos condutores devem ser totalmente inseridas nos terminais dos disjuntores no quadro de comando, a fim de impedir o contato acidental.
NM207 13.5.3.5 A fim de assegurar a continuidade da proteção mecânica, a capa protetora dos condutores e cabos deve ser totalmente introduzida na caixa de interruptores e aparelhagens, ou deve ter uma manga de construção adequada nas extremidades. ",Eliseu,,Interligações e Fiações Elétricas,ok,extremidade do condutor exposto na ligação,08/07/2026,FALSE
3553,"Falta o aviso permanentemente visível no alçapão, conforme determina a norma NM207:
NM 207 15.4.1 No caso de alçapões, um aviso permanentemente visível a quem os deve utilizar, deve indicar: ""PERIGO DE QUEDA - FECHE O ALÇAPÃO”.",Eliseu,,Alçapões e Portinholas,ok,"aviso alçapão, sinalização",15/07/2026,FALSE
4129,"Vista geral do quadro de comando.com acionamento por tiristores. Existem quadros de comando modernos, com acionamento por inversores de frequência, que instalados em substituição aos atuais trazem significativas melhorias em termos de operação, conforto e economia de energia. As máquinas de tração destes elevadores possuem motores de corrente alternada acionados por tiristores (corrente retificada). Este sistema de acionamento de motores é deficiente e tecnologicamente ultrapassado sendo uma de suas principais inconveniências o forte aquecimento a que sujeita os motores de tração. (Motivo pelo qual os motores de tração desses elevadores são dotados de possantes ventiladores nas carcaças e as casas de máquinas necessitam excelentes condições de ventilação cruzada.).",Eliseu,,Componentes Elétricos,ok,"tiristores, modernização para inversores",08/07/2026,FALSE
4130,"Vista geral dos quadros de comando eletrônicos. Trata-se de quadros de comando com amplos recursos para acionamento e controle dos elevadores. Os quadros possuem completo sistema de diagnostico de falhas que proporciona grande facilidade para a execução dos procedimentos de manutenção e reparo dos elevadores. A interface do sistema é altamente amigável permitindo via terminal de computador a alteração dos parâmetros e características de funcionamento. Em ultima análise, pode-se afirmar que, em termos de recursos, o quadro pouco ou nada fica a dever aos quadros de comando atualmente disponíveis no mercado. Os módulos eletrônicos e demais componentes dos quadros de comando foram inspecionados e apresentam-se em excelente condição de conservação. Na contramão, os quadros apresentam o inconveniente de serem quadros importados, e já fora de produção, como se pode verificar no site do fabricante que impõe limitações para o fornecimento de determinados componentes. Isso torna mais dificultosa a reposição de componentes de uso especifico para os mesmos. Todavia, grande parte dos seus componentes podem ser reparados, ou mesmo encontrados, no mercado nacional, com especificações similares. Tudo considerado, no momento atual a sua avaliação é positiva não sendo minimamente recomendável sua eventual substituição.",Eliseu,,Componentes Elétricos,ok,"quadro importado, ponderando substituição",08/07/2026,FALSE
4131,"Vista geral interna do quadro de comando. Quando da execução dos testes para verificação dos circuitos de segurança dos elevadores, verificamos que o circuito de confirmação de abertura do freio, disponível no quadro de comando, brake pick failure, encontra-se inoperante. Tal irregularidade possibilita que o elevador opere em condições inseguras.",Eliseu,,Componentes Elétricos,ok,circuito brake pick failure,08/07/2026,FALSE
4132,"Vista geral interna do quadro de comando. Quando da execução dos testes para verificação dos circuitos de segurança dos elevadores, verificamos que o circuito de confirmação de abertura do freio, disponível no quadro de comando, brake pick failure, encontra-se inoperante. O teste pode ser facilmente realizado desconectando-se os terminais de alimentação da bobina do freio, impedindo que a mesma seja energizada e operada quando na partida do elevador. Nessa situação a sapata do freio não se abre, e o freio permanece atuando sobre o tambor, imobilizando o elevador. Por questões de segurança, o elevador não poderá partir. Isso é conseguido graças ao circuito de confirmação de abertura do freio. No caso dos elevadores instalados no Ed. Acaiaca o circuito brake pick failure não está instalado, possibilitando que o elevador parta e opere em condições inseguras.",Eliseu,,Componentes Elétricos,ok,"circuito brake pick failure, acaiaca",08/07/2026,FALSE
4133,Existem diversos fusíveis reforçados.G2-Quatro dos fusíveis de proteção do quadro de comando foram adulterados através de ligação por fio. A adulteração de dispositivos de proteção e segurança é prática intencional fortemente condenável. Compromete a segurança do equipamento e de seus componentes.,Eliseu,,Componentes Elétricos,ok,"adulteração de fusiveis, segurança",08/07/2026,FALSE
4134,"Fusível de proteção do circuito, eliminado. As alterações nos esquemas dos elevadores devem constar nos esquemas elétricos dos mesmos.",Eliseu,,Componentes Elétricos,ok,"fusível jumpeado, esquema elétrico",08/07/2026,FALSE
4135,As chaves contatoras foram inspecionadas internamente e não apresentaram irregularidades.,Eliseu,,Componentes Elétricos,ok,ok,08/07/2026,FALSE
4136,Chaves contatoras com contatos desregulados. O fechamento irregular provoca falhas de funcionamento do elevador e desgaste prematuro das facas.,Eliseu,,Componentes Elétricos,ok,"contatos desgastados, mal funcionamento",08/07/2026,FALSE
4137,Quadro de comando mostrando o banco de relés e o banco de módulos. Não constatamos irregularidades.,Eliseu,,Componentes Elétricos,ok,"vista dos relés, ok",08/07/2026,FALSE
4138,Relé apresentando dificuldade para atracamento. Aparentemente devido a deficiência da bobina. Verificamos em diversas situações paralisações deste elevador causadas por deficiência no sequenciamento de relés. As boas condições de manutenção dos relés é fundamental para garantir o funcionamento dos elevadores.,Eliseu,,Componentes Elétricos,ok,dificuldade de atracamento e sequenciamento,08/07/2026,FALSE
4139,"Relés de abertura e fechamento de porta com contatos desgastados e carbonizados, sujeitando o elevador a falhas de funcionamento.",Eliseu,,Componentes Elétricos,ok,"contatos desgastados, mal funcionamento",08/07/2026,FALSE
4140,"A tensão medida na saída da fonte do elevador 3 foi 0,36¨V quando o valor deveria ser 8volts.Para que se avalie a condição de uso dos módulos é necessário que se restabeleça a condição de funcionamento da fonte. A fonte faz a alimentação dos módulos.",Eliseu,,Componentes Elétricos,ok,tensão da fonte irregular,08/07/2026,FALSE
4141,Alguns terminais do transformador estão danificados (derretidos).Essa irregularidade normalmente é resultante de aquecimento por mau contato.,Eliseu,,Componentes Elétricos,ok,terminais do transformador derretidos,08/07/2026,FALSE
4185,"Nas instalações dos quadros de comando, existem cabos da ligação apoiando contra borda (metálica) cortante dos furos.
Sujeita a danos ao isolamento dos condutores e curto circuitos.
Recomenda-se a instalação de colar de proteção na passagem dos cabos.",Rômulo,,Interligações e Fiações Elétricas,ok,cabos apoiando em bordas cortantes nos quadros,08/07/2026,FALSE
4186,"Fiações ligadas com emendas de forma improvisada, frouxas, sujeitando a mau contato e falhas de funcionamento dos elevadores. Irregularidades nos circuitos e fiações sujeitam o elevador a falhas de funcionamento intermitentes de difícil diagnóstico. Deve-se proceder à regularizações.",Eliseu,,Interligações e Fiações Elétricas,ok,"frouxas, emendadas, mau funcionamento",08/07/2026,FALSE
4187,"Fiação ponte entre contatos do aparelho seletor, irregular e rompida.",Eliseu,,Interligações e Fiações Elétricas,ok,rompida,08/07/2026,FALSE
4188,A prática de reparar de forma improvisada componentes dos elevadores é condenável e tende a sucatear o equipamento. Necessita procedimentos de regularização.,Eliseu,,Interligações e Fiações Elétricas,ok,"reparos improvisados, sucateamento",08/07/2026,FALSE
4357,"Recomendamos a substituição de todos os trincos de porta de pavimento antigos ainda instalados por modelos de tecnologia atualizada e mais segura. 
Este sistema de trinco antigo sujeita a porta de pavimento a ser deixada acidentalmente aberta quando de visita por técnico de manutenção. 
A instalação dos novos fechos eletromecânicos elimina o risco de falhas por mau contato elétrico e garante que o fechamento do circuito de segurança dependa plenamente do correto engate do gancho da porta de pavimento.
",Romulo,,Mecanismos de Fechamento de Porta,revisar,substituição dos trincos antigos por novos,19/08/2026,FALSE
4142,"O fabricante deste elevador possui moderno quadro de comando com acionamento VVVF: VANTAGENS: Conforto: com aceleração e paradas suaves, garantidas pelo cálculo rigoroso de velocidade a cada instante, proporciona nivelamento preciso em todos os pavimentos, independentemente do número de pessoas na cabina; Maior vida útil e menor consumo de energia: o processamento eletrônico de dados e o apurado controle de velocidade otimizam o atendimento ao tráfego e reduzem o desgaste de redutores, freios, polias e cabos de tração, garantindo economia e maior vida útil a todo o conjunto de tração dos elevadores do edifício; Segurança: realiza permanentemente rotinas de auto teste, proporcionando maior segurança para passageiros e usuários; Confiabilidade: tem grande poder de processamento de dados e memorização de ocorrências de falhas, agilizando o atendimento e os serviços de manutenção preventiva.",Eliseu,,Componentes Elétricos,ok,vantagens da modernização,08/07/2026,FALSE
4143,Auto diagnóstico está inoperante (desligado).A boa condição de funcionamento deste dispositivo garante o registro e correção das falhas de funcionamento ocorridas no elevador.,Eliseu,,Componentes Elétricos,ok,auto diagnóstico inoperante,08/07/2026,FALSE
4144,"Diversos capacitores estão deteriorados, sujeitando o equipamento a condições de funcionamento deficiente.",Eliseu,,Componentes Elétricos,ok,capacitores deteriorados,08/07/2026,FALSE
4145,Durante a inspeção o elevador perdeu a seletividade atingindo os limites. Irregularidades tais como estas são graves e carecem de acompanhamento para diagnóstico. O dispositivo de auto diagnóstico (desligado) é uma das importantes ferramentas para o diagnóstico destas irregularidades. Recomenda-se a regularização do auto diagnóstico e acompanhamento para determinação da causa desta falha.,Eliseu,,Componentes Elétricos,ok,auto diagnóstico inoperante,08/07/2026,FALSE
4146,"Existem diversos módulos eletrônicos com as bases danificadas e tomadas por azinhavre que provoca mau contato e compromete as boas condições de funcionamento, sujeitando os elevadores a falhas. Detalhes mostrando bases de módulos eletrônicos tomados por azinhavre. Necessita procedimentos de manutenção envolvendo revisão das conexões limpeza , descarbonizarão e quando necessário, substituição.",Eliseu,,Componentes Elétricos,ok,"azinhavre, mau contato, regularização",08/07/2026,FALSE
4147,Existem diversos módulos eletrônicos danificados e recuperados de forma improvisada. Foto mostrando pista de circuito eletrônico recuperado com solda.,Eliseu,,Componentes Elétricos,ok,recuperação improvisada,08/07/2026,FALSE
4148,Existem diversos módulos eletrônicos danificados. Foto mostrando módulo danificado por sobreaquecimento de resistor.,Eliseu,,Componentes Elétricos,ok,danificado por sobreaquecimento,08/07/2026,FALSE
4149,"Quadro seletor. Este componente eletromecânico que no passado representou um dos maiores saltos na automação dos elevadores representa hoje o que de mais ultrapassado existe neste elevador. Seus primitivos mecanismos, molas de pulso, e fita com rebites sujeitam os elevadores a um alto número de falhas de funcionamento.",Eliseu,,Componentes Elétricos,ok,"sistema obsoleto, falhas de funcionamento",08/07/2026,FALSE
4150,"Vista geral do quadro seletor. Quadro seletor. Este componente eletromecânico que no passado representou um dos maiores saltos na automação dos elevadores representa hoje o que de mais ultrapassado existe neste elevador. Seus primitivos mecanismos, molas de pulso, e fita com rebites sujeitam os elevadores a um alto número de falhas de funcionamento. Como se pode constatar nas fotos seguintes diversos componentes dos aparelhos seletores são novos e o conjunto apresenta-se em perfeitas condições de manutenção.",Eliseu,,Componentes Elétricos,ok,"sistema obsoleto, falhas de funcionamento",08/07/2026,FALSE
4151,Fusíveis de proteção foram constatados adulterados com reforço. A prática de reforçar fusíveis é condenável e sujeita o equipamento a queimas de componentes e módulos eletrônicos.,Eliseu,,Componentes Elétricos,ok,"fusíveis reforçados, queimas",08/07/2026,FALSE
4152,"Existem relés faltando grampo. A falta de grampos afrouxa a tampa dos relés, provocando vibrações que repercutem afrouxando suas bases e provocando falhas de funcionamento intermitentes no elevador, de difícil diagnóstico.",Eliseu,,Componentes Elétricos,ok,"faltando grampos, vibrações, falha de funcionamento",08/07/2026,FALSE
4153,"Os quadros de comando dos elevadores possuem sistema de acionamento através de corrente retificada por tiristores, que provocam aquecimento excessivo dos motores de tração, implicando em alto consumo de energia quando comparado a sistemas de acionamento por inversores de frequência VVVF.",Eliseu,,Componentes Elétricos,ok,"tiristores, aquecimento excessivo",08/07/2026,FALSE
4154,"Diversos relés operando sem capa, sujeitando carbonização dos contatos. Os relés sem tampa, expostos a poeira, aceleram a carbonização dos contatos, sujeitando o elevador a falhas intermitentes de funcionamento, de difícil diagnóstico.",Eliseu,,Componentes Elétricos,ok,"relés faltando grampos, carbonização, falha de funcionamento",08/07/2026,FALSE
4155,"Uma das chaves contatoras apresenta-se desregulada, provocando desgaste prematuro em uma das facas/carvão.",Eliseu,,Componentes Elétricos,ok,"um chave desregulada, desgaste",08/07/2026,FALSE
4156,"Detalhe de diversos fusíveis que foram substituídos por outros, de amperagem superior àquela especificada. A amperagem dos fusíveis especificados pelo fabricante visa exatamente proteger o circuito da passagem de correntes elétricas mais altas, que poderiam danificar o equipamento. A substituição de fusíveis deve ser  feita em conformidade com o projeto original, visando proteger o circuito e os componentes.",Máximo,,Componentes Elétricos,ok,Adulteração de fusíveis,08/07/2026,FALSE
4209,"Existe acúmulo de poeira de construção civil depositada sobre os componentes eletrônicos encontrados na parte interna do quadro de comando. A poeira de construção civil, com pó de cimento incorporado, é corrosiva e acelera a degradação dos componentes. É necessário realizar limpeza e aspiração nos quadros.",Eliseu,,Limpeza,ok,"poeira, sujeira nos módulos, poeira de cimento, corrosão",08/07/2026,FALSE
4210,"Existe componente sucateado abandonado no interior do quadro de comando do elevador.
Deve-se proceder a retirada.",Rômulo,,Limpeza,ok,componente abandonado no quadro,08/07/2026,FALSE
4211,"No quadro de comando, existe acúmulo excessivo de poeira e sujeira. A poeira traz diversos prejuízos aos componentes e circuitos eletrônicos ao possibilitar curtos, fugas de corrente, interferências e dificultar a dissipação de calor. Necessita regularização. NBR 16083 A manutenção inclui: a) lubrificação e limpeza. ",Rômulo,,Limpeza,ok,poeira quadro de comando,08/07/2026,FALSE
4212,Observe o acúmulo excessivo de limalha proveniente de desgaste dos pinos do aparelho seletor,Eliseu,,Limpeza,ok,acúmulo de limalha,08/07/2026,FALSE
4213,Vista geral do quadro do aparelho seletor. Existe acúmulo de sujeira nos componentes.,Eliseu,,Limpeza,ok,acúmulo de sujeira,08/07/2026,FALSE
4214,vista geral dos mecanismos do aparelho seletor. Os dispositivos de segurança e da fita seletora estão com acúmulo de sujeira,Eliseu,,Limpeza,ok,acúmulo de sujeira,08/07/2026,FALSE
4215,"Os sinalizadores do aparelho seletor, na guia, encontram-se com acúmulo de sujeira que compromentem a boa condição de sinalização do posicionamento da cabina ao quadro de comando.",Eliseu,,Limpeza,ok,"acúmulo de sujeira, compromete a sinalização",08/07/2026,FALSE
4157,"O inversor do quadro de comando do elevador de serviço (Elev. 2), segundo relatos do condomínio, apresentou ocorrência de queima de componentes.
Como se pode verificar nas placas indicativas de características do inversor e do motor de tração, a capacidade do inversor de frequência é de 30% superior ao demandado pelo motor de tração.
Face às ocorrências de queima, deve-se solicitar aos fornecedores dos produtos e serviços relativos ao quadro de comando e à modernização, o dossiê técnico e certificação que demonstra a compatibilidade dos componentes do quadro de comando e do inversor de frequência (marca Yaskawa L1000), à potência demandada pela máquina de tração do elevador, conforme dispõe os artigos 25 e 34 do Código de Defesa do Consumidor:
Art. 25. É vedada a estipulação contratual de cláusula que impossibilite, exonere ou atenue a obrigação de indenizar prevista nesta e nas seções anteriores.
Art. 25. § 1º Havendo mais de um responsável pela causação do dano, todos responderão solidariamente pela reparação prevista nesta e nas seções anteriores.
Art. 25. § 2º Sendo o dano causado por componente ou peça incorporada ao produto ou serviço, são responsáveis solidários seu fabricante, construtor ou importador e o que realizou a incorporação.
Art. 34. O fornecedor do produto ou serviço é solidariamente responsável pelos atos de seus prepostos ou representantes autônomos.",Rômulo,,Componentes Elétricos,ok,"Fornecimento de equipamento, código de defesa do consumidor",08/07/2026,FALSE
4158,"Vistas mostrando a parte interna das chaves contatoras, responsáveis pela alimentação elétrica do motor da máquina de tração.
 
As chaves contatoras estão com os contatos desgastados.
 
Tal irregularidade sujeita a desbalanceamento na tensão das fases de entrada do motor, podendo causar a queima de enrolamentos do motor.
 
Necessita regularização.",Rômulo,,Componentes Elétricos,ok,chaves contatoras com contatos desgastados,08/07/2026,FALSE
4159,"A ponte de contato do aparelho seletor, destinado à sinalização da posição do elevador, está danificada, provocando desgaste prematuro nos pinos dos contatos.",Eliseu,,Componentes Elétricos,ok,"danificada, desgaste prematuro",08/07/2026,FALSE
4160,Diversas molas de pulso estão danificadas.(quebradas)Sujeita o elevador a falhas de funcionamento.,Eliseu,,Componentes Elétricos,ok,danificadas,08/07/2026,FALSE
4161,Foto mostrando o aparelho seletor ao lado da máquina de tração. Diversas molas de pulso estão danificadas. Sujeita o elevador a falhas de funcionamento.,Eliseu,,Componentes Elétricos,ok,danificadas,08/07/2026,FALSE
4162,Observe o desgaste dos pinos do aparelho indicador de posição do elevador. Tal irregularidade sujeita o elevador a falhas de funcionamento do indicador de posição.,Eliseu,,Componentes Elétricos,ok,"desgaste dos pinos, mau funcionamento",08/07/2026,FALSE
4163,"Vista geral do quadro do aparelho seletor. Este componente eletromecânico que no passado representou um dos maiores saltos na automação dos elevadores representa hoje o que de mais ultrapassado existe neste elevador. O quadro operado a relés e chaves contatoras, dispositivos responsáveis pelo sequenciamento das operações dos elevadores, apresenta maior ocorrência de falhas devido à grande quantidade de contatos e peças móveis fortemente sujeitos a desgastes e desajustes. Um dos módulos apresenta indício de danos devidos a superaquecimento dos resistores.",Eliseu,,Componentes Elétricos,ok,"sistema obsoleto, falhas de funcionamento",08/07/2026,FALSE
4164,"APARELHO SELETOR: Sinaliza ao quadro de comando de forma eletromecânica ou eletrônica o posicionamento dos elevadores, sentido de movimento e as paradas correspondentes às ordens e chamadas registradas.",Eliseu,,Componentes Elétricos,ok,explicação do mecanismo,08/07/2026,FALSE
4165,"NM207 14.1.2 Dispositivos elétricos de segurança 14.1.2.2 Contatos de segurança 
14.1.2.2.1 A operação do contato de segurança deve ser por separação positiva dos dispositivos de corte do circuito. Esta separação deve ocorrer mesmo se os contatos estiverem colados entre si. O projeto de um contato de segurança deve ser tal que minimize o risco de curto circuito resultante de uma falha de componente. NOTA - A abertura positiva é obtida quando todos os elementos de corte são levados à sua posição de abertura e quando, para uma significativa parte do percurso, não há membros resilientes (por exemplo, molas) entre os contatos móveis e a parte do atuador onde a força de atuação é aplicada.",Eliseu,,Componentes Elétricos,ok,os contatos de segurança DEVEM ser de separação positiva (ser normalmente fechados),08/07/2026,FALSE
4166,"NM207 14.1.2 Dispositivos elétricos de segurança 14.1.2.2 Contatos de segurança 
14.1.2.2.1 A operação do contato de segurança deve ser por separação positiva dos dispositivos de corte do circuito. Esta separação deve ocorrer mesmo se os contatos estiverem colados entre si. O projeto de um contato de segurança deve ser tal que minimize o risco de curto circuito resultante de uma falha de componente. NOTA - A abertura positiva é obtida quando todos os elementos de corte são levados à sua posição de abertura e quando, para uma significativa parte do percurso, não há membros resilientes (por exemplo, molas) entre os contatos móveis e a parte do atuador onde a força de atuação é aplicada.",Eliseu,,Componentes Elétricos,ok,problema do uso de molas em contatos de segurança,08/07/2026,FALSE
4167,"Existem relés miniatura faltando tampar a exposição dos contatos dos relés a poeira acelera a carbonização dos mesmos, sujeitando o elevador a falhas de funcionamento.",Eliseu,,Fechamento e Proteções,ok,"faltam tampas, falta proteção, poeira",08/07/2026,FALSE
4168,"G5-Diversos relés faltando grampo. A falta de grampos afrouxa a tampa dos relés, provocando vibrações que repercutem afrouxando suas bases e provocando falhas de funcionamento do elevador.",Eliseu,,Fechamento e Proteções,ok,"faltando grampos, vibrações, falha de funcionamento",08/07/2026,FALSE
4169,"O quadro de comando apresenta sujeira nas suas partes internas. O acúmulo de sujeira nos componentes eletroeletrônicos provocam mau funcionamento. Os detalhes abaixo mostram ligações feitas de forma inadequada e relés funcionando sem as tampas, sujeitando-se a carbonizações e mau funcionamento.",Eliseu,,Fechamento e Proteções,ok,"sujeira, mau funcionamento, relés sem tampa",08/07/2026,FALSE
